ELCODE,G_RANK,ELEMENT_SUBNATIONAL_ID,SNAME,SCOMNAME,S_RANK,EO_TRACK_STATUS_DESC
AMAFB04020,G5,7013.0,Ammospermophilus leucurus,White-tailed antelope squirrel,S4,Track all extant and selected historical EOs
AFCHA02136,G5T2T3Q,6862.0,Oncorhynchus mykiss pop. 31,"Steelhead (Oregon Coast ESU, winter run)",S2S3,Track all extant and selected historical EOs
AAAAF02012,G5T1Q,6281.0,Taricha granulosa mazamae,Crater Lake newt,S1,Track all extant and selected historical EOs
ABNCA03010,G5,6307.0,Podiceps auritus,Horned Grebe,"S2B,S5N",Track all extant and selected historical EOs
ABNUA01010,G4,6553.0,Cypseloides niger,Black Swift,S2?B,Track all extant and selected historical EOs
ARAAD01010,G5,7145.0,Chrysemys picta,Painted turtle,S2,Track all extant and selected historical EOs
ARADB29010,G5,366210.0,Rhinocheilus lecontei,Long-nosed snake,S1?,Track all extant and selected historical EOs
ABNSB12040,G5,6545.0,Strix nebulosa,Great Gray Owl,S3,Track all extant and selected historical EOs
AFCHA0208F,G4T3Q,6835.0,Oncorhynchus clarkii pop. 2,Coastal cutthroat trout (Southwestern Washington/Columbia River ESU),S2,Track all extant and selected historical EOs
AMACC07010,G4,6990.0,Euderma maculatum,Spotted bat,S2,Track all extant and selected historical EOs
AFCHA0205Y,G5T2Q,6829.0,Oncorhynchus tshawytscha pop. 22,"Chinook salmon (Lower Columbia River ESU, fall run)",S2,Track all extant and selected historical EOs
AFCHA02095,G5T3Q,6842.0,Oncorhynchus mykiss pop. 25,"Steelhead (Klamath Mountains Province ESU, winter run)",S2S3,Track all extant and selected historical EOs
ABPAV07010,G3,6612.0,Gymnorhinus cyanocephalus,Pinyon Jay,S3,Track all extant and selected historical EOs
AFCJC02220,G1,6922.0,Catostomus warnerensis,Warner sucker,S1,Track all extant and selected historical EOs
AFCHA0205E,G5T3Q,6818.0,Oncorhynchus tshawytscha pop. 26,"Chinook salmon (Southern Oregon/Northern California Coast ESU, fall run)",S2,Track all extant and selected historical EOs
AFCHA0205H,G5T1Q,6819.0,Oncorhynchus tshawytscha pop. 8,"Chinook salmon (Snake River ESU, spring/summer run)",S1,Track all extant and selected historical EOs
AMALC02022,G5T3Q,7133.0,Odocoileus virginianus leucurus,Columbian white-tailed deer,S2,Track all extant and selected historical EOs
AFCHB04010,G4,6877.0,Thaleichthys pacificus,Eulachon,S1,Track all extant and selected historical EOs
ABPAZ01021,G5TU,9958.0,Sitta carolinensis aculeata,Slender-billed Nuthatch,S3,Track all extant and selected historical EOs
AFCHA0213A,G5T3Q,6866.0,Oncorhynchus mykiss pop. 35,"Steelhead (Southwest Washington ESU, winter run)",S2,Track all extant and selected historical EOs
ABNGA06030,G5,6339.0,Egretta thula,Snowy Egret,S2B,Track all extant and selected historical EOs
AMAFC01021,G5T2Q,7030.0,Thomomys bottae detumidus,Pistol River pocket gopher,S1,Track all extant and selected historical EOs
ABNSB15010,G5,6548.0,Aegolius funereus,Boreal Owl,S3?,Track all extant and selected historical EOs
AFCJC12010,G2?,6924.0,Deltistes luxatus,Lost River sucker,S1,Track all extant and selected historical EOs
AFCHA0209T,G5T3T4Q,6854.0,Oncorhynchus mykiss pop. 19,Klamath Basin redband trout,S3,Track all extant and selected historical EOs
AAAAJ01040,G2G3,6286.0,Rhyacotriton kezeri,Columbia torrent salamander,S2S3,Track all extant and selected historical EOs
ABNLC09010,G5,6415.0,Canachites canadensis,Spruce Grouse,S3,Track all extant and selected historical EOs
ABNSB13040,G5,6547.0,Asio flammeus,Short-eared Owl,S3,Track all extant and selected historical EOs
AMACC08010,G4,6991.0,Corynorhinus townsendii,Townsend's big-eared bat,S2,Track all extant and selected historical EOs
AFCHA02131,G5T2Q,6857.0,Oncorhynchus mykiss pop. 26,"Steelhead (Lower Columbia River ESU, summer run)",S2,Track all extant and selected historical EOs
ABPBXB0020,G3,6744.0,Agelaius tricolor,Tricolored Blackbird,S1S2B,Track all extant and selected historical EOs
AFCJC03010,G1G2,6923.0,Chasmistes brevirostris,Shortnose sucker,S1,Track all extant and selected historical EOs
ABNNN06010,G3,6517.0,Brachyramphus marmoratus,Marbled Murrelet,S2B,Track all extant and selected historical EOs
AFCHA0205T,G5T3Q,6825.0,Oncorhynchus tshawytscha pop. 18,"Chinook salmon (Deschutes River ESU, summer/fall run)",S2S3,Track all extant and selected historical EOs
AFCHA02042,G5T1Q,6811.0,Oncorhynchus nerka pop. 1,Sockeye salmon (Snake River ESU),"SXB,S1M",Track all extant and selected historical EOs
AFCJC02151,G5T2Q,6916.0,Catostomus occidentalis lacusanserinus,Goose Lake sucker,S2,Track all extant and selected historical EOs
AAABH01050,G3,6295.0,Rana boylii,Foothill yellow-legged frog,S2S3,Track all extant and selected historical EOs
AMAFB05191,G5T4,7020.0,Urocitellus elegans nevadensis,Wyoming ground squirrel,SH,Track all extant and selected historical EOs
ABNFC01010,G4,6327.0,Pelecanus erythrorhynchos,American White Pelican,S2B,Track all extant and selected historical EOs
AFCJC02140,G2G3,6914.0,Catostomus microps,Modoc sucker,S1,Track all extant and selected historical EOs
AMAEB03040,G5,7003.0,Lepus townsendii,White-tailed jackrabbit,S2?,Track all extant and selected historical EOs
ABNSB13010,G5,6546.0,Asio otus,Long-eared Owl,S3S4,Track all extant and selected historical EOs
AFCJC02181,G5T2Q,6919.0,Catostomus rimiculus pop. 1,Jenny Creek sucker,S2,Track all extant and selected historical EOs
AMACC01090,G4,6980.0,Myotis thysanodes,Fringed myotis,S2,Track all extant and selected historical EOs
AFBAA02030,G5,6772.0,Lampetra ayresii,Western River lamprey,S3?,Track all extant and selected historical EOs
AFCHA0209S,G5T3Q,6853.0,Oncorhynchus mykiss pop. 18,Oregon Great Basin redband trout,S2S3,Track all extant and selected historical EOs
AFCHA02138,G5T2Q,6864.0,Oncorhynchus mykiss pop. 33,"Steelhead (Upper Willamette River ESU, winter run)",S2,Track all extant and selected historical EOs
AMAJC03010,G3,7107.0,Eumetopias jubatus,Northern sea lion,S3,Track all extant and selected historical EOs
AFCHA02031,G5T2Q,6806.0,Oncorhynchus kisutch pop. 1,Coho salmon (Lower Columbia River ESU),S2,Track all extant and selected historical EOs
AMAJA01030,G5,7099.0,Canis lupus,Gray wolf,S1S2,Track all extant and selected historical EOs
AFCHA0209M,G5T2Q,6849.0,Oncorhynchus mykiss pop. 13,Steelhead (Snake River Basin ESU),S2S3,Track all extant and selected historical EOs
AFCHA02132,G5T2Q,6858.0,Oncorhynchus mykiss pop. 27,"Steelhead (Lower Columbia River ESU, winter run)",S2,Track all extant and selected historical EOs
AFCJB56010,G3,6910.0,Oregonichthys crameri,Oregon chub,S3,Track all extant and selected historical EOs
AFCJB1303S,G4T2Q,6890.0,Siphateles bicolor ssp. 15,Warner Basin tui chub,S2,Track all extant and selected historical EOs
AMAJA03012,G5T1T2,13066.0,Vulpes vulpes necator,Sierra Nevada red fox,S1,Track all extant and selected historical EOs
AMALE04016,G4T4,7139.0,Ovis canadensis canadensis,Rocky Mountain bighorn sheep,S2,Track all extant and selected historical EOs
AMAJH03010,G5,7127.0,Lynx canadensis,Canada lynx,S1?,Track all extant and selected historical EOs
ABNSB12011,G3G4T3,6542.0,Strix occidentalis caurina,Northern Spotted Owl,S1S2,Track all extant and selected historical EOs
AFCHA0205U,G5T3Q,6826.0,Oncorhynchus tshawytscha pop. 19,"Chinook salmon (Middle Columbia River ESU, spring run)",S3,Track all extant and selected historical EOs
AFCHA02135,G5T2T3Q,6861.0,Oncorhynchus mykiss pop. 30,"Steelhead (Oregon Coast ESU, summer run)",S2S3,Track all extant and selected historical EOs
AAAAD12180,G3?,6278.0,Plethodon stormi,Siskiyou Mountains salamander,S2,Track all extant and selected historical EOs
ABNRB02020,G5,6530.0,Coccyzus americanus,Yellow-billed Cuckoo,SHB,Track all extant and selected historical EOs
AMALE04013,G4T3,7138.0,Ovis canadensis nelsoni,Desert bighorn sheep,SX,Track all extant and selected historical EOs
AFCHA02094,G5T2Q,6841.0,Oncorhynchus mykiss pop. 24,"Steelhead (Klamath Mountains Province ESU, summer run)",S2S3,Track all extant and selected historical EOs
ABPBX10020,G5,6693.0,Parkesia noveboracensis,Northern Waterthrush,S2B,Track all extant and selected historical EOs
ABNJB18030,G5,6384.0,Bucephala albeola,Bufflehead,"S2B,S5N",Track all extant and selected historical EOs
AFCJC02210,G4,6921.0,Catostomus tahoensis,Tahoe sucker,S3,Track all extant and selected historical EOs
AFCJB39020,G5,6908.0,Richardsonius egregius,Lahontan redside,S2,Track all extant and selected historical EOs
AAAAJ01030,G3,6285.0,Rhyacotriton cascadae,Cascade torrent salamander,S2S3,Track all extant and selected historical EOs
ABNNF07070,G4,6458.0,Numenius americanus,Long-billed Curlew,S3B,Track all extant and selected historical EOs
ABNNF06010,G5,6456.0,Bartramia longicauda,Upland Sandpiper,S1B,Track all extant and selected historical EOs
ABNNN11010,G5,6522.0,Cerorhinca monocerata,Rhinoceros Auklet,S2B,Track all extant and selected historical EOs
AFCHA0205D,G5T1Q,6817.0,Oncorhynchus tshawytscha pop. 2,"Chinook salmon (Snake River ESU, fall run)",S1,Track all extant and selected historical EOs
AMACC05032,G3G4,6988.0,Lasiurus cinereus,Hoary bat,S3,Track all extant and selected historical EOs
AAABH01290,G4,6300.0,Rana luteiventris,Columbia spotted frog,S2S3,Track all extant and selected historical EOs
ABPBY02031,G5T2T3,6759.0,Leucosticte tephrocotis wallowa,Wallowa Rosy-Finch,"S2B,S2?N",Track all extant and selected historical EOs
AAAAH01010,G3,6282.0,Dicamptodon copei,Cope's giant salamander,S2?,Track all extant and selected historical EOs
AFCHA02033,G5T2Q,6808.0,Oncorhynchus kisutch pop. 3,Coho salmon (Oregon Coast ESU),S2,Track all extant and selected historical EOs
ABPAT0201L,G5T2,6598.0,Eremophila alpestris strigata,Streaked Horned Lark,S2,Track all extant and selected historical EOs
ABNKA03010,G1,6390.0,Gymnogyps californianus,California Condor,SX,Track all extant and selected historical EOs
AFCHA02052,G5T2Q,6813.0,Oncorhynchus tshawytscha pop. 23,"Chinook salmon (Upper Willamette River ESU, spring run)",S2,Track all extant and selected historical EOs
AAABA01020,G4,6288.0,Ascaphus montanus,Rocky Mountain tailed frog,S2,Track all extant and selected historical EOs
AFCHA0205W,G5T2Q,6828.0,Oncorhynchus tshawytscha pop. 21,"Chinook salmon (Lower Columbia River ESU, spring run)",S2,Track all extant and selected historical EOs
AMAFC01063,G4T1T2,7036.0,Thomomys mazama helleri,Gold Beach pocket gopher,S1,Track all extant and selected historical EOs
AMAEA01030,G5,6998.0,Ochotona princeps,American pika,S2S3,Track all extant and selected historical EOs
AFCJC02200,G3,6920.0,Catostomus snyderi,Klamath largescale sucker,S3,Track all extant and selected historical EOs
AFBAA02170,GNR,399193.0,Lampetra pacifica,Pacific brook lamprey,S2?,Track all extant and selected historical EOs
AMABA01030,G4,6958.0,Sorex preblei,Preble's shrew,S3,Track all extant and selected historical EOs
ABNJB02030,G4,6347.0,Cygnus buccinator,Trumpeter Swan,"S1?B,S3N",Track all extant and selected historical EOs
AMAEB04010,G4,7005.0,Sylvilagus idahoensis,Pygmy rabbit,S2,Track all extant and selected historical EOs
AMAJF09010,G4,7122.0,Enhydra lutris,Sea otter,SH,Track all extant and selected historical EOs
ABNYF04010,G4,6564.0,Melanerpes lewis,Lewis's Woodpecker,"S3?B,S2?N",Track all extant and selected historical EOs
AMAJA03040,G4,7101.0,Vulpes macrotis,Kit fox,S1,Track all extant and selected historical EOs
ABPBXA0020,G5,6727.0,Ammodramus savannarum,Grasshopper Sparrow,S2B,Track all extant and selected historical EOs
AMAFB05020,G2,7014.0,Urocitellus washingtoni,Washington ground squirrel,S2?,Track all extant and selected historical EOs
AFCJB37021,G5T2,6901.0,Rhinichthys cataractae ssp. 1,Millicoma dace,S2,Track all extant and selected historical EOs
AFCHA02024,G5T3Q,6804.0,Oncorhynchus keta pop. 4,Chum salmon (Pacific Coast ESU),S2,Track all extant and selected historical EOs
ABNCA03020,G5,6308.0,Podiceps grisegena,Red-necked Grebe,"S1B,S4N",Track all extant and selected historical EOs
AMACC10010,G4,6994.0,Antrozous pallidus,Pallid bat,S2,Track all extant and selected historical EOs
ABNLC13033,G5T3,6423.0,Tympanuchus phasianellus columbianus,Columbian Sharp-tailed Grouse,S1,Track all extant and selected historical EOs
ARAAD02031,G2,7146.0,Actinemys marmorata,Western pond turtle,S2,Track all extant and selected historical EOs
ABNJB05035,G5T3,6355.0,Branta hutchinsii leucopareia,Aleutian Cackling Goose,S3N,Track all extant and selected historical EOs
AAABB01180,G5,6290.0,Anaxyrus woodhousii,Woodhouse's toad,S2,Track all extant and selected historical EOs
AAABH01170,G5,6298.0,Lithobates pipiens,Northern leopard frog,S1,Track all extant and selected historical EOs
AFBAA02100,G4,6776.0,Entosphenus tridentatus,Pacific lamprey,S1S2,Track all extant and selected historical EOs
AFBAA02101,G4T1,6777.0,Entosphenus tridentatus ssp. 1,Goose Lake lamprey,S1,Track all extant and selected historical EOs
ABNNM03020,G5,6491.0,Leucophaeus pipixcan,Franklin's Gull,S2B,Track all extant and selected historical EOs
AFBAA02070,G3,6774.0,Entosphenus minimus,Miller Lake lamprey,S2,Track all extant and selected historical EOs
AFCJB13010,G2,6882.0,Siphateles alvordensis,Alvord chub,S2,Track all extant and selected historical EOs
AFCJB13040,G1,6891.0,Siphateles boraxobius,Borax Lake chub,S1,Track all extant and selected historical EOs
AFCJB1303E,G4T2,6886.0,Siphateles bicolor eurysoma,Sheldon tui chub,S1,Track all extant and selected historical EOs
AFCJB1303G,G4T1,6887.0,Siphateles bicolor oregonensis,Oregon Lakes tui chub,S1,Track all extant and selected historical EOs
AFCJB1303Q,G4T2T3,6889.0,Siphateles bicolor thalassinus,Goose Lake tui chub,S2,Track all extant and selected historical EOs
AFCJB13031,G4T1,6884.0,Siphateles bicolor ssp. 1,Hutton tui chub,S1,Track all extant and selected historical EOs
AFCJB1303N,G4T1,6888.0,Siphateles bicolor ssp. 13,Summer Basin tui chub,S1,Track all extant and selected historical EOs
AFCJB13032,G4T1,6885.0,Siphateles bicolor ssp. 2,Catlow tui chub,S1,Track all extant and selected historical EOs
AMAJF01020,G5,7112.0,Pekania pennanti,Fisher,S1S2,Track all extant and selected historical EOs
AMAJF01015,G4G5T4T5Q,13969.0,Martes caurina pop. 1,Pacific Marten - Interior Population,S4,Track all extant and selected historical EOs
AFCAA01031,G2T1,13982.0,Acipenser medirostris pop. 1,Green sturgeon (Southern DPS),S2?N,Track all extant and selected historical EOs
AFCAA01032,G2T1,13986.0,Acipenser medirostris pop. 2,Green sturgeon (Northern DPS),S3,Track all extant and selected historical EOs
AFDEA07040,G5,443775.0,Squalus suckleyi,Pacific spiny dogfish,S2,Track all extant and selected historical EOs
AMAJF01017,G4G5T1,365575.0,Martes caurina humboldtensis,Pacific Marten - Coastal Population,S1,Track all extant and selected historical EOs
ABNMK01016,G5T3T4,10136.0,Antigone canadensis rowani,Canadian Sandhill Crane,S2?N,Track all extant and selected historical EOs
AFCHA0502M,G3T3Q,365465.0,Salvelinus confluentus pop. 25,Bull trout (Upper Snake Recovery Unit),S2,Track all extant and selected historical EOs
AFCHA0502N,G3T3Q,365466.0,Salvelinus confluentus pop. 26,Bull trout (Mid-Columbia Recovery Unit),S2,Track all extant and selected historical EOs
AFCHA0502P,G3T2Q,365467.0,Salvelinus confluentus pop. 27,Bull trout (Klamath Recovery Unit),S2,Track all extant and selected historical EOs
AFCHA0502Q,G3T3Q,365468.0,Salvelinus confluentus pop. 28,Bull trout (Coastal Recovery Unit),S2,Track all extant and selected historical EOs
ABNDC04010,G5,6325.0,Hydrobates furcatus,Fork-tailed Storm-Petrel,S2B,Track all extant and selected historical EOs
AAAAD01110,G3,404453.0,Aneides klamathensis,Klamath black salamander,S2,Track all extant and selected historical EOs
AFCJB19027,G1,6894.0,Hesperoleucus mitrulus,Pit roach,S2?,Track all extant and selected historical EOs
AMAFF23023,G2G3TNRQ,420154.0,Arborimus longicaudus pop. 1,Red tree vole North Oregon Coast DPS,S1S2,Track all extant and selected historical EOs
AFCJB3705C,GNRT1,6905.0,Rhinichthys klamathensis pop. 1,Foskett Spring speckled dace,S1,Track all extant and selected historical EOs
ABNGA02010,G4,6335.0,Botaurus exilis,Least Bittern,S1B,Track all extant and selected historical EOs
ABNNB03031,G3T3,6442.0,Anarhynchus nivosus nivosus,Western Snowy Plover,S2,Track all extant and selected historical EOs
AFCHA02081,GNRT3,6831.0,Oncorhynchus henshawi henshawi,Lahontan cutthroat trout,S1,Track all extant and selected historical EOs
AFCHA0208D,GNRTX,6834.0,Oncorhynchus henshawi alvordensis,Alvord cutthroat trout,SX,Track all extant and selected historical EOs
AFCHA02088,G4,6832.0,Oncorhynchus lewisi,Westslope cutthroat trout,S2,Track all extant and selected historical EOs
ABNYF07070,G4,6572.0,Leuconotopicus albolarvatus,White-headed Woodpecker,S3,Track all extant and selected historical EOs
